202.0,4.0,4.0,202.0,4.0,4.0,0.18,0.0207,329,2.77,-1.42e-06,162.0,3.975,-2.25,162.0,4.0,4.0,0.539,0.0167,328,1.84,6.429999999999999e-07,123.0,4.0,4.0,123.0,4.0,4.0,0,0,0,0,-357.0,4.001,4.25,-357.0,4.0,4.0,0.524,2.74e-19,329,0.0,6.96e-07,16,1,0,50,8
202.0,-6.8,-346.0,202.0,-9.6,-354.0,-10.9,0.18600000000000003,328,23.3,0.00448,162.0,-15.8,-746.0,161.0,-20.6,-643.0,-14.5,0.281,325,37.8,0.0126,123.0,-16.3,-708.0,122.0,-21.6,-670.0,0,0,0,0,-357.0,4.0,4.25,-357.0,4.0,4.0,-0.28800000000000003,2.74e-19,328,0.0,-5.27e-07,16,1,4,50,0
200.0,-13.8,-2.25,200.0,-13.9,3.9999046000000003,-8.59,0.14,328,30.6,0.00533,158.0,-28.5,4.0,158.0,-28.3,3.9999046000000003,-7.79,0.139,327,49.4,0.00943,119.0,-29.7,41.5,119.0,-29.7,3.9999046000000003,0,0,0,0,-357.0,4.0,3.562,-357.0,4.0,4.0,0.524,2.74e-19,328,0.0,9.1e-07,16,1,7,50,0
198.0,-14.0,4.0,198.0,-13.9,3.9999046000000003,-6.11,0.13,327,30.3,0.00489,155.0,-28.6,-58.5,155.0,-28.3,3.9999046000000003,-8.13,0.156,325,47.6,0.0105,116.0,-29.7,-2.25,116.0,-29.7,4.0,0,0,0,0,-357.0,3.9989999999999997,3.75,-357.0,4.0,4.0,-0.18,2.74e-19,328,0.0,1.07e-06,16,1,7,50,0
197.0,-13.9,-14.8,196.0,-13.9,4.0000954,-5.7,0.114,328,30.5,0.00425,152.0,-28.0,142.0,152.0,-28.3,4.0000954,-13.8,0.20199999999999999,326,47.1,0.0135,113.0,-29.6,22.8,112.0,-29.7,4.0,0,0,0,0,-357.0,4.0,3.812,-357.0,4.0,4.0,0.226,2.74e-19,328,0.0,1.96e-06,16,1,7,50,0
195.0,-13.6,85.2,195.0,-13.9,4.000191,-5.85,0.128,328,30.9,0.00474,149.0,-28.4,-8.5,148.0,-28.3,4.0,-9.78,0.166,326,49.6,0.0113,109.0,-29.7,-2.25,109.0,-29.7,4.0000954,0,0,0,0,-357.0,4.0,4.0,-357.0,4.0,4.0,0.821,2.74e-19,328,0.0,0.0,16,1,7,50,0
193.0,-13.9,-2.25,193.0,-13.9,4.0000954,-5.84,0.0955,328,29.3,0.00345,145.0,-28.3,85.2,145.0,-28.3,3.9999046000000003,-8.56,0.179,326,50.0,0.0124,106.0,-29.5,66.5,106.0,-29.7,4.0000954,0,0,0,0,-357.0,4.00075,3.9375,-357.0,4.0,4.0,0.523,2.74e-19,328,0.0,3.79e-06,16,1,2,50,0
191.0,-13.8,54.0,191.0,-13.9,3.9998089999999995,-7.31,0.11699999999999999,327,29.1,0.00441,142.0,-28.3,54.0,142.0,-28.3,3.9999046000000003,-8.0,0.185,325,50.8,0.0128,102.6,-29.7,22.8,102.3,-29.7,4.0,0,0,0,0,-357.0,4.0,4.0,-357.0,4.0,4.0,-0.28800000000000003,2.74e-19,328,0.0,0.0,16,1,7,50,0
189.0,-13.9,29.0,189.0,-13.9,4.0,-7.98,0.113,328,29.4,0.00417,139.0,-28.3,41.5,139.0,-28.3,4.0,-9.96,0.154,327,49.7,0.0102,99.1,-29.6,22.8,98.8,-29.7,4.0000954,0,0,0,0,-357.0,3.99925,3.812,-357.0,4.0,4.0,-0.0997,2.74e-19,328,0.0,-8.36e-08,16,1,7,50,0
188.0,-13.9,16.5,187.0,-13.9,3.9999046000000003,-7.44,0.138,328,29.8,0.0050100000000000006,136.0,-28.7,-27.3,136.0,-28.3,4.0,-6.29,0.11900000000000001,325,48.1,0.00784,95.8,-29.7,-33.5,95.6,-29.7,4.0000954,0,0,0,0,-357.0,3.9989999999999997,4.0,-357.0,4.0,4.0,0.11800000000000001,2.74e-19,328,0.0,0.0,16,1,7,50,0
186.0,-14.1,-52.3,186.0,-13.9,3.9999046000000003,-4.52,0.114,327,31.3,0.0043,133.0,-28.1,117.0,132.0,-28.3,4.0,-8.62,0.18600000000000003,325,48.6,0.0126,92.5,-29.7,-21.0,92.2,-29.7,4.0,0,0,0,0,-357.0,4.0,4.25,-357.0,4.0,4.0,-0.28800000000000003,2.74e-19,328,0.0,-6.990000000000001e-07,16,1,7,50,0
